^D[1m[32m    Finished[0m `release` profile [optimized] target(s) in 0.14s
[1m[33mwarning[0m[1m:[0m the following packages contain code that will be rejected by a future version of Rust: sqlx-postgres v0.7.4
[1m[36mnote[0m[1m:[0m to see what the problems were, use the option `--future-incompat-report`, or run `cargo report future-incompatibilities --id 1`
[1m[32m     Running[0m `target/release/tax-redflush-rust`
2025-12-17 18:01:59  INFO tax_redflush_rust: Starting server with config: AppConfig { server: ServerConfig { host: "127.0.0.1", port: 8080 }, database: DatabaseConfig { url: "postgres://qinqiang02:@localhost:5432/gaoji" } }
2025-12-17 18:01:59  INFO tax_redflush_rust: Database pool created
2025-12-17 18:01:59  INFO tax_redflush_rust: Server listening on 127.0.0.1:8080
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1352314 剩余未处理 4829
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1295943 剩余未处理 4828
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1334636 剩余未处理 4827
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1290579 剩余未处理 4826
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1279249 剩余未处理 4825
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1235498 剩余未处理 4824
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1334614 剩余未处理 4823
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1261952 剩余未处理 4822
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1345800 剩余未处理 4821
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1043806 剩余未处理 4820
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1018744 剩余未处理 4819
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1290671 剩余未处理 4818
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1098954 剩余未处理 4817
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1271285 剩余未处理 4816
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1301713 剩余未处理 4815
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1025126 剩余未处理 4814
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1009456 剩余未处理 4813
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1012704 剩余未处理 4812
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1020092 剩余未处理 4811
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1000031 剩余未处理 4810
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1122328 剩余未处理 4809
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1029883 剩余未处理 4808
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1296949 剩余未处理 4807
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1007246 剩余未处理 4806
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1235897 剩余未处理 4805
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1297377 剩余未处理 4804
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1016303 剩余未处理 4803
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1235489 剩余未处理 4802
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1304946 剩余未处理 4801
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1215661 剩余未处理 4800
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1030992 剩余未处理 4799
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1305119 剩余未处理 4798
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1004216 剩余未处理 4797
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1025567 剩余未处理 4796
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1297307 剩余未处理 4795
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1283805 剩余未处理 4794
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1010927 剩余未处理 4793
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1332805 剩余未处理 4792
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1296052 剩余未处理 4791
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1018403 剩余未处理 4790
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1305440 剩余未处理 4789
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1003908 剩余未处理 4788
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1010795 剩余未处理 4787
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1245575 剩余未处理 4786
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1005480 剩余未处理 4785
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1166872 剩余未处理 4784
2025-12-17 18:02:01  INFO tax_redflush_rust::service::matcher: 统计单据 2345963323922634752 商品编码 1006323 剩余未处理 4783
